iter	Logloss
158	0.3857204998
159	0.3854997734
160	0.3853098187
161	0.3851965939
162	0.3848813465
163	0.3847003461
164	0.3843981906
165	0.3842117424
166	0.3840072602
167	0.3837751319
168	0.3835053229
169	0.3833552089
170	0.3831734186
171	0.3829362284
172	0.3829046485
173	0.3827701599
174	0.3824869688
175	0.3822786596
176	0.3820795855
177	0.3819101529
178	0.3817202051
179	0.3814820321
180	0.3813060928
181	0.3810291943
182	0.3808095796
183	0.380596726
184	0.3803982704
185	0.3802319822
186	0.3800900762
187	0.3799142806
188	0.3798298645
189	0.3796916333
190	0.3795402662
191	0.3793757147
192	0.379224606
193	0.3792190282
194	0.3790728346
195	0.3788679099
196	0.3785838993
197	0.3784201505
198	0.3782525623
199	0.3781668508
200	0.3778192884
201	0.3775654348
202	0.3774765078
203	0.3772735554
204	0.3771387314
205	0.376964744
206	0.3768087563
207	0.3767140033
208	0.3764664838
209	0.3763257435
210	0.3762547878
211	0.3760840999
212	0.3759551073
213	0.3758109663
214	0.375668958
215	0.3755606343
216	0.3753453421
217	0.3751605748
218	0.3749386739
219	0.3748022462
220	0.3746869388
221	0.3745897374
222	0.3744615799
223	0.3743706305
224	0.3741937331
225	0.3738335353
226	0.3737125612
227	0.3735059811
228	0.3733733413
229	0.3731495581
230	0.3730619829
231	0.3729190721
232	0.3727057418
233	0.3725585559
234	0.3723921935
235	0.3722535299
236	0.3721289245
237	0.371979517
238	0.3719774398
239	0.3718861392
240	0.371715485
241	0.3715615465
242	0.3713538081
243	0.3712973445
244	0.3711630247
245	0.37098374
246	0.3709689349
247	0.3708193522
248	0.3705556114
249	0.3704688329
250	0.3703970284
251	0.3703878861
252	0.3702936359
253	0.3701949602
254	0.3700962762
255	0.3699068243
256	0.3697596869
257	0.3696310713
258	0.3695409103
259	0.3693958851
260	0.3692441073
261	0.369081859
262	0.3688447736
263	0.3685900366
264	0.3683025385
265	0.3681443156
266	0.367934878
267	0.3678371274
268	0.367633926
269	0.3675432373
270	0.3674244341
271	0.3673247959
272	0.3672129277
273	0.3670795926
274	0.3670128752
275	0.3667149892
276	0.3666065227
277	0.3664966417
278	0.366384197
279	0.3663026194
280	0.366192744
281	0.3661265716
282	0.3659337507
283	0.3658358912
284	0.3657051505
285	0.3655496727
286	0.365372171
287	0.3652306173
288	0.3650527056
289	0.3648460288
290	0.3647326494
291	0.3645586176
292	0.3644217972
293	0.3643238607
294	0.3641675015
295	0.3641101328
296	0.3639524432
297	0.363834952
298	0.363707345
299	0.3635640508
300	0.3633938727
301	0.3631447451
302	0.3629834261
303	0.3629047959
304	0.3627388442
305	0.3625814519
306	0.3624688519
307	0.3623033561
308	0.3622656409
309	0.3621497856
310	0.3620266084
311	0.3619347125
312	0.3618471237
313	0.3617384857
314	0.3616157598
315	0.3614821055
316	0.3613816412
317	0.3612879585
318	0.3612015392
319	0.3610606031
320	0.361028083
321	0.3609033832
322	0.3607242905
323	0.3605358474
324	0.3604534756
325	0.3603752482
326	0.3603617854
327	0.3603068655
328	0.3602024686
329	0.3601137269
330	0.3600648378
331	0.3599141637
332	0.3598216437
333	0.3596393239
334	0.3595114234
335	0.3593540815
336	0.3591980269
337	0.3591592278
338	0.3589755801
339	0.358839508
340	0.3586929597
341	0.3585722212
342	0.3584905203
343	0.3583542085
344	0.3582336596
345	0.3580932417
346	0.3579379059
347	0.3577944731
348	0.3576834731
349	0.3575576198
350	0.3573724
351	0.3573023346
352	0.3571888309
353	0.3569968386
354	0.3568572279
355	0.3567205321
356	0.3565363133
357	0.3563065467
358	0.3561745283
359	0.3560362742
360	0.3558152262
361	0.3556969292
362	0.3555261311
363	0.3554403682
364	0.3552615983
365	0.3551725812
366	0.355065484
367	0.3549422405
368	0.354814071
369	0.3546353356
370	0.3545007877
371	0.3543266797
372	0.354239495
373	0.3541598595
374	0.3539849191
375	0.3538670251
376	0.3537285495
377	0.3535924615
378	0.3534508245
379	0.3531915029
380	0.3531125486
381	0.3530471635
382	0.3529258583
383	0.3527586186
384	0.3526967508
385	0.3525590958
386	0.3524502535
387	0.352363225
388	0.3522596906
389	0.3521525076
390	0.3519446711
391	0.351777636
392	0.3516547175
393	0.3515151221
394	0.3513340331
395	0.3512326129
396	0.3511465133
397	0.3510216994
398	0.3508769916
399	0.3508215324
400	0.3505876551
401	0.3504348311
402	0.3502064111
403	0.3501639731
404	0.3500647479
405	0.3500079981
406	0.3499080575
407	0.3498160943
408	0.3497233947
409	0.3495498358
410	0.3493804744
411	0.3492576393
412	0.3491468274
413	0.3489748677
414	0.3488722075
415	0.3487505315
416	0.3486913575
417	0.3486025685
418	0.348498486
419	0.3483828663
420	0.3482029106
421	0.3481268164
422	0.3480339006
423	0.3479322792
424	0.3478559121
425	0.3477285132
426	0.3476264459
427	0.347568276
428	0.3474589299
429	0.3472676396
430	0.3471505199
431	0.3469632383
432	0.3467590908
433	0.3466012028
434	0.3464516358
435	0.3463256447
436	0.3462009977
437	0.3460079192
438	0.3459353484
439	0.3458157127
440	0.3456676145
441	0.34556408
442	0.3454404831
443	0.3453095455
444	0.3452139307
445	0.3451093711
446	0.3449642648
447	0.3448908403
448	0.3446600935
449	0.3445821521
450	0.3445082276
451	0.344398447
452	0.3442934113
453	0.3441791105
454	0.3439899014
455	0.3437807276
456	0.3436606241
457	0.3435648802
458	0.3434017547
459	0.3431720903
460	0.3430364796
461	0.3429357379
462	0.3427820696
463	0.3426300529
464	0.3425259573
465	0.3424080537
466	0.3422219129
467	0.3421087604
468	0.3419934633
469	0.3418660847
470	0.3417426852
471	0.3416288481
472	0.3414756474
473	0.3414227223
474	0.3413638681
475	0.3411578912
476	0.341080896
477	0.3409781177
478	0.3408808968
479	0.3407525281
480	0.3405838991
481	0.3404188056
482	0.3402929077
483	0.3402364012
484	0.3401018347
485	0.3399507246
486	0.339835623
487	0.3396687571
488	0.3395342549
489	0.33935403
490	0.3392154502
491	0.339119905
492	0.3390172837
493	0.3389047476
494	0.3386891857
495	0.3385999808
496	0.338505769
497	0.3383755852
498	0.3382053731
499	0.3381204595
500	0.3379391121
501	0.3378440468
502	0.3377064042
503	0.3375793267
504	0.3374786877
505	0.3373597325
506	0.3372187775
507	0.3371158779
508	0.3370385257
509	0.3369252903
510	0.3368024128
511	0.3367033004
512	0.3365394743
513	0.3364591342
514	0.3362814611
515	0.3362131893
516	0.3361218777
517	0.3360436222
518	0.3359709432
519	0.3358321938
520	0.3357318536
521	0.3356292938
522	0.3355483981
523	0.3353754949
524	0.3352136138
525	0.3351535151
526	0.3350362703
527	0.3349013368
528	0.3348061427
529	0.3347293356
530	0.334618882
531	0.33447833
532	0.3343019744
533	0.3342136246
534	0.3340862644
535	0.333981319
536	0.3338390032
537	0.3337078927
538	0.333510996
539	0.3334156303
540	0.3332725346
541	0.3331785344
542	0.3330801551
543	0.3329035089
544	0.3327599461
545	0.3326106853
546	0.3324832539
547	0.3323582384
548	0.3322251576
549	0.3321132669
550	0.3319979483
551	0.3318866715
552	0.3317702652
553	0.3316048545
554	0.3315204603
555	0.3314031583
556	0.3312814297
557	0.3311302
558	0.3310489841
559	0.3309375452
560	0.3308396012
561	0.3307101452
562	0.3305777675
563	0.3304525303
564	0.3303062173
565	0.3301635822
566	0.3300780711
567	0.3300002852
568	0.3298224037
569	0.3297456075
570	0.3295615332
571	0.3293888168
572	0.3291932883
573	0.3291002353
574	0.3289700394
575	0.3288252874
576	0.3286866414
577	0.3285082147
578	0.3284297545
579	0.3282875775
580	0.3281177362
581	0.328055135
582	0.3279082764
583	0.3277666489
584	0.3276856486
585	0.3276001397
586	0.3274732044
587	0.3273396377
588	0.3271826813
589	0.327121848
590	0.3270206165
591	0.3269433168
592	0.3267674143
593	0.3266423124
594	0.3264576456
595	0.3262898782
596	0.3261070417
597	0.3259816215
598	0.3258815474
599	0.3257868389
600	0.3256337085
601	0.3255213533
602	0.3254569806
603	0.325311037
604	0.3251539241
605	0.3250401927
606	0.3249790801
607	0.3248311852
608	0.3246638857
609	0.324508642
610	0.3243030164
611	0.3242272325
612	0.3240862314
613	0.3239511366
614	0.3238392227
615	0.3236861916
616	0.3236031405
617	0.3235009573
618	0.3233503812
619	0.3231834576
620	0.3230808168
621	0.3229480641
622	0.3228124423
623	0.3226814819
624	0.3225978848
625	0.3224423802
626	0.3222718583
627	0.3222036057
628	0.3221284186
629	0.322055668
630	0.3218402078
631	0.3216564301
632	0.32148748
633	0.3213484514
634	0.3212781587
635	0.3211404901
636	0.3209891277
637	0.3208560039
638	0.3207005446
639	0.3206335705
640	0.3204776925
641	0.3203546346
642	0.3202275772
643	0.3201076711
644	0.3200496669
645	0.3199262277
646	0.3197507743
647	0.319607972
648	0.3194698385
649	0.3193460807
650	0.319238803
651	0.3191137764
652	0.3189604387
653	0.3188431767
654	0.3186247018
655	0.3185016541
656	0.318418785
657	0.3183467293
658	0.3182078886
659	0.3180777387
660	0.3179245384
661	0.3178059604
662	0.3177142069
663	0.3175635483
664	0.3174435509
665	0.3172817052
666	0.3172243344
667	0.3171463397
668	0.3170250695
669	0.3169047636
670	0.3167941368
671	0.3167056474
672	0.3166038332
673	0.3165226451
674	0.3163778291
675	0.3162635208
676	0.3160987669
677	0.3160066206
678	0.3159180465
679	0.3157533801
680	0.3155985423
681	0.3155493435
682	0.3154167718
683	0.3153207402
684	0.3151117221
685	0.3150120601
686	0.3149257891
687	0.3148007693
688	0.3146559252
689	0.3145533535
690	0.3144138139
691	0.3143427161
692	0.3141562265
693	0.3140111485
694	0.3138425741
695	0.3137477411
696	0.3136275747
697	0.3134907044
698	0.3134896794
699	0.3133117507
700	0.3132596575
701	0.3131670803
702	0.3130297666
703	0.3129639097
704	0.3127966697
705	0.3126696025
706	0.3125220428
707	0.3124468222
708	0.3123331087
709	0.3122183652
710	0.3120967376
711	0.3120285485
712	0.31191706
713	0.3117370529
714	0.3115751348
715	0.3114700209
716	0.3114170874
717	0.3112686457
718	0.3111582212
719	0.3111207764
720	0.3109695487
721	0.3108270345
722	0.3106866796
723	0.3106229903
724	0.3104608741
725	0.3102958787
726	0.3101728386
727	0.3100050085
728	0.309959358
729	0.3099383623
730	0.3098062277
731	0.3097019805
732	0.309583206
733	0.3094596996
734	0.3093388466
735	0.3092587779
736	0.3091479473
737	0.3089933238
738	0.3089153152
739	0.308813388
740	0.3087135455
741	0.3085997444
742	0.3085452604
743	0.3084377528
744	0.3083608448
745	0.3081722316
746	0.308026312
747	0.3079335655
748	0.3078298841
749	0.3077554193
750	0.3076388878
751	0.3075134375
752	0.3073792893
753	0.3072283377
754	0.3071128532
755	0.3069263866
756	0.3068142976
757	0.3067185259
758	0.3065873107
759	0.3064368702
760	0.3063274401
761	0.3062006941
762	0.3060759667
763	0.3059275276
764	0.3058354603
765	0.3057115638
766	0.3055791871
767	0.3054700352
768	0.3053273294
769	0.3052628545
770	0.3051205328
771	0.3050479494
772	0.3048924659
773	0.3047473229
774	0.3046215945
775	0.3044963742
776	0.3043406019
777	0.3041846981
778	0.3040211877
779	0.3039559373
780	0.3037871662
781	0.3036653208
782	0.3035268069
783	0.303415874
784	0.3032680193
785	0.3031512545
786	0.3030524961
787	0.3028947082
788	0.3028281191
789	0.3027286496
790	0.3026308655
791	0.3025813289
792	0.3024744104
793	0.3023645734
794	0.3022976507
795	0.3021762518
796	0.3020956295
797	0.3019742334
798	0.3019023052
799	0.3018101941
800	0.3017602777
801	0.3016424181
802	0.3015038255
803	0.301387042
804	0.3012869683
805	0.3011570434
806	0.3010123079
807	0.300923662
808	0.3008375176
809	0.300672109
810	0.300555163
811	0.3004839958
812	0.3004012614
813	0.3002869743
814	0.3002150301
815	0.3001189444
816	0.2999555472
817	0.2998611981
818	0.2997582371
819	0.2996948654
820	0.2996626137
821	0.2995618741
822	0.2994789867
823	0.299403939
824	0.2992993955
825	0.2991982618
826	0.2991323863
827	0.2989574141
828	0.2988576767
829	0.298750121
830	0.2985766519
831	0.2984630546
832	0.2983938685
833	0.2982280616
834	0.2981218944
835	0.298019111
836	0.2979359636
837	0.297843075
838	0.2977116892
839	0.297581146
840	0.2974746589
841	0.2973404502
842	0.297197232
843	0.2971361335
844	0.2970025759
845	0.2968248084
846	0.2967342566
847	0.296625329
848	0.2965315867
849	0.2964519715
850	0.2963157233
851	0.2962126188
852	0.2960659768
853	0.2959871601
854	0.2959670101
855	0.295872592
856	0.2957829132
857	0.2956685817
858	0.2955754635
859	0.2954381013
860	0.2952997305
861	0.295147426
862	0.2950173893
863	0.2948264601
864	0.2947301181
865	0.2946343242
866	0.2945374748
867	0.2944458659
868	0.2942607279
869	0.2941155917
870	0.2940146148
871	0.2939325098
872	0.2938187603
873	0.2937232149
874	0.2935948639
875	0.2934269764
876	0.293328492
877	0.2932705404
878	0.2931247599
879	0.2930012984
880	0.2929061239
881	0.2928236266
882	0.2927005498
883	0.2926057171
884	0.2925118977
885	0.2924329526
886	0.2922873364
887	0.292159824
888	0.2920751847
889	0.2919523559
890	0.2918292061
891	0.2917289664
892	0.2916658801
893	0.2915794722
894	0.2914929672
895	0.2913459763
896	0.2912502018
897	0.2911173992
898	0.2909969312
899	0.2909171852
900	0.2908358116
901	0.2907236998
902	0.2906147832
903	0.2905514459
904	0.2904793242
905	0.2903819902
906	0.2902127233
907	0.2901376468
908	0.2900082543
909	0.2899269319
910	0.2898492417
911	0.2897758564
912	0.2896958441
913	0.289579151
914	0.2894995136
915	0.2893925552
916	0.2893200619
917	0.2892597685
918	0.2891732557
919	0.289012502
920	0.2889781323
921	0.288859612
922	0.2887213981
923	0.2886120804
924	0.2884853973
925	0.288411833
926	0.2882903018
927	0.2881518586
928	0.2880585617
929	0.2879155434
930	0.2877479432
931	0.287654279
932	0.2875853807
933	0.2874547917
934	0.2873354847
935	0.287174046
936	0.2870500083
937	0.2869336178
938	0.2868590957
939	0.2867643689
940	0.2866345154
941	0.2865522916
942	0.286503417
943	0.2863818702
944	0.2862726781
945	0.2861653243
946	0.2860297227
947	0.2858866243
948	0.2857656253
949	0.285714625
950	0.2856471345
951	0.2854762024
952	0.2853480389
953	0.2852841714
954	0.285176506
955	0.2850819195
956	0.2849276451
957	0.2848348722
958	0.2846915289
959	0.284607382
960	0.2845218283
961	0.2844219732
962	0.2843262621
963	0.2841817864
964	0.2840809898
965	0.2839832093
966	0.2839222065
967	0.2838179521
968	0.2837195477
969	0.2836326196
970	0.2835332413
971	0.283347779
972	0.2832876947
973	0.2832340006
974	0.2831166402
975	0.2830353046
976	0.2829207217
977	0.2828826048
978	0.2828354875
979	0.2827317309
980	0.2826423722
981	0.2826211053
982	0.2825414132
983	0.2824390704
984	0.2823814487
985	0.2822947117
986	0.2821720454
987	0.2820530065
988	0.2819521782
989	0.2818579072
990	0.2816912784
991	0.2816040246
992	0.2815472342
993	0.281440201
994	0.2813519684
995	0.2812507293
996	0.2811709731
997	0.2810685637
998	0.2810063191
999	0.2809898462
