,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,TenureCategory,Tenure_X_MonthlyCharges,HighSpender,MonthlyChargesRatio,SqrtTotalCharges,SqrtMonthlyCharges,AutomaticPayment,AllServicesActivated,TeleServicesActivated,Connected,gender_Female,gender_Male,PaymentMethod_Bank transfer (automatic),PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,Churn
16,0.0,1.0,1.0,-0.5438236387625918,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.5995831312150518,-0.6049883310676211,,2.0,-0.6147139457873213,0.0,-0.3767418977699018,-0.43406150874804666,-0.4458028886003041,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,No
17,0.0,1.0,0.0,0.9214550014629654,1.0,0.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,0.0,-0.2833177178328383,0.30226109910612126,,2.0,0.3696249718574841,0.0,-0.4914226846727941,0.5473336713924821,-0.1309463606291622,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,No
18,0.0,0.0,0.0,-1.2357607744246606,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,-0.7175681558964994,-0.9768618433598493,,0.0,-0.9750379260420883,0.0,1.249105723911178,-1.2940025977019243,-0.5711395261290583,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,Yes
19,0.0,1.0,1.0,0.9621571859136754,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,0.0,1.0,1.388136798487668,1.5407231229552185,,2.0,1.6208315875131023,1.0,-0.49387056506001187,1.4196375055939194,1.2142378884463179,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,No
20,0.0,0.0,0.0,-0.9101432988189812,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,-0.7339549648800338,-0.8283442958458419,,1.0,-0.8214382118166095,0.0,-0.19189608326170107,-0.8367883815997441,-0.5889354536121666,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,Yes
21,0.0,1.0,1.0,0.31092223470231656,1.0,0.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,0.5835444773961301,0.42551048336138525,,2.0,0.44646775790097404,0.0,-0.46911792123481455,0.6488729095092595,0.6182392530174493,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,No
22,1.0,1.0,0.0,-1.2357607744246606,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.09357888878845218,-0.9544704293591106,,0.0,-0.9537881053205645,0.0,1.206906177365107,-1.1961428776295582,0.2120547593153885,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,No
23,0.0,0.0,1.0,-0.3810149009597521,1.0,0.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,-0.4291603177862944,-0.45176923066179997,,2.0,-0.47931609820007715,0.0,-0.4123145674439529,-0.22100489537608944,-0.27263615564527427,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,No
24,0.0,1.0,1.0,0.6365397103079959,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,0.0,1.0,1.2455715603309192,1.130464329518867,,2.0,1.1547951152850988,0.0,-0.4844125794559098,1.160573352321025,1.1139159168217647,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,No
25,0.0,0.0,0.0,-1.2764629588753704,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,-0.5405906188743281,-0.9934997588445783,,0.0,-0.9921880338769341,0.0,3.0099405968459334,-1.387665458630162,-0.3848639554619455,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,No
26,0.0,1.0,1.0,1.124965923716515,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.5733077400016067,1.8865556139790902,,2.0,1.9545610951679016,1.0,-0.498718552344568,1.622237034409732,1.3416141536737471,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,No
27,0.0,0.0,0.0,-0.5845258232133017,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.581152989328761,-0.8655273534194559,,2.0,-0.8671575230659484,0.0,-0.36514765446985226,-0.9245791095376196,-1.7066557787375773,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,No
28,0.0,1.0,0.0,-0.13680179425549258,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5532954140567525,-0.7692421263884753,,2.0,-0.7668540763672812,0.0,-0.435943079088568,-0.71363489629918,-1.660555704035286,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,No
29,0.0,1.0,1.0,1.6133921371250342,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.4307425018448579,2.386465936530575,,2.0,2.4138147963373178,1.0,-0.5096236845375561,1.8948242341711685,1.243831172725562,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,No
30,0.0,0.0,0.0,-0.9101432988189812,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.5516567331583992,-0.9296530999393084,,1.0,-0.9285458940392393,0.0,-0.20344118362470529,-1.1071117399232286,-1.6578749698819377,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,No
31,0.0,1.0,0.0,1.0435615548150952,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,0.0,1.084980832292282,1.4239786269475327,,2.0,1.4846180902415975,1.0,-0.49653719110256245,1.348179388291785,0.9983931478816584,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,No
32,0.0,1.0,1.0,1.2470724770686448,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0620392997153343,1.6945218668682493,,2.0,1.681082341821504,1.0,-0.5032280683429344,1.511329494699845,0.9816616073090237,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,No
33,0.0,0.0,0.0,0.1888156813501868,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0,-0.08175996733536549,-0.00834194764621444,,2.0,0.014495392223534248,0.0,-0.4610355344020626,0.2680263428410075,0.056291140523003394,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Yes
34,1.0,1.0,0.0,0.026006943547347117,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,0.43770187744267414,0.12531955146078327,,2.0,0.1278492338703694,0.0,-0.45128683460005253,0.39285376365821556,0.5013550816858976,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,Yes
35,1.0,0.0,0.0,-0.09609960980478266,1.0,0.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,0.0,1.0,0.24597621233532208,-0.10877055233984341,,2.0,-0.05129319415168826,0.0,-0.4332105482975798,0.16867767109726658,0.34267241767020984,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,No
36,0.0,0.0,0.0,-0.13680179425549258,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,0.006728801175720249,-0.24195974932985528,,2.0,-0.1742631162866473,0.0,-0.42591225440922703,0.027994761713873644,0.1356732998224634,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,No
37,0.0,0.0,0.0,0.39232660360373645,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,0.0,1.0,1.1308638974461784,0.8195821951519486,,2.0,0.8205933893920436,0.0,-0.47459897191447764,0.9472603063222599,1.0316820680535488,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,Yes
38,0.0,0.0,0.0,0.27022005025160667,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.6356341109788275,-0.20533486698540646,,2.0,-0.2128562250313945,0.0,-0.4690448781239818,0.06781383716581808,-0.4835961386333613,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,No
39,0.0,1.0,0.0,0.6772418947587059,1.0,0.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0489298525285067,1.0975319909981258,,2.0,1.07376675849343,0.0,-0.4875931929855499,1.1387430831302463,0.972074335438943,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,No
40,0.0,0.0,0.0,-1.1950585899739505,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,-1.5664048612435801,-0.985556495967998,,0.0,-0.9889254351398921,0.0,0.4429721925604125,-1.3396520969579344,-1.6821242845430564,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,No
41,0.0,0.0,0.0,-1.1950585899739505,1.0,0.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,0.08866284609339214,-0.9206364231604875,,0.0,-0.9238881050528043,0.0,0.5730425778692115,-1.0780540311126352,0.2077702411504468,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,No
42,0.0,0.0,0.0,-0.7066323765654315,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5565727758534595,-0.8876396798056118,,2.0,-0.8867975088843264,0.0,-0.3224605909664772,-0.982054535253317,-1.6659273202597853,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,Yes
43,0.0,0.0,0.0,1.0028593703643853,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.6441756706352076,1.1054537855966613,,2.0,1.112424260634303,0.0,-0.49678730257393844,1.1440097530766302,0.6659294532907949,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,No
44,0.0,1.0,0.0,1.6133921371250342,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.3488084569271859,2.2991973862784154,,2.0,2.3365427209863223,1.0,-0.5094641433367256,1.8487594320662377,1.1867648389958871,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,No
45,0.0,0.0,0.0,-0.462419269861172,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.04605714273620285,-0.37416140552980565,,2.0,-0.3950895360674921,0.0,-0.3954793375460951,-0.12422919485261952,0.17044361501113087,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,No
46,0.0,0.0,0.0,-1.2764629588753704,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,-0.6897105806244909,-0.9954533721466563,,0.0,-0.9941413002260844,0.0,3.0099405968459334,-1.4007674183330756,-0.5411101261287148,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,Yes
47,0.0,1.0,0.0,1.4912855837729044,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,-1.386149962424702,-0.27748974949401867,,2.0,-0.27493145889669424,0.0,-0.5077601124168664,-0.011545516482859813,-1.402573136831967,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,No
48,0.0,0.0,0.0,-0.05539742535407273,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.517244434292977,-0.7219260415777103,,2.0,-0.7351725254733732,0.0,-0.45013886657562135,-0.6254218272803378,-1.602338103977397,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,No
49,0.0,0.0,0.0,-1.2764629588753704,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.5434633286666322,-1.006638345008003,,0.0,-1.0053242866866032,0.0,3.0099405968459334,-1.4932935373092138,-1.6445215320930142,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,Yes
50,0.0,0.0,0.0,-0.09609960980478266,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,0.0,0.0,1.2832612209930485,0.36378918398255167,,2.0,0.3563170033248127,0.0,-0.4413416408628109,0.5985910566731831,1.1406362906847372,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,No
51,0.0,0.0,0.0,1.3691790304207745,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,0.0,1.0,1.175108281701721,1.8163758130506005,,2.0,1.9071675556192909,1.0,-0.5037861105198337,1.5821434008018547,1.063565889310782,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,No
52,0.0,0.0,0.0,-0.42171708541046204,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0,1.0980902794791099,-0.1157692109824521,,2.0,-0.06245471614683204,0.0,-0.3879276231659825,0.1615537779242902,1.0079278338647835,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,Yes
53,1.0,1.0,0.0,0.06670912799805705,1.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,0.0,-0.09978545721725321,-0.11091738014432458,,2.0,-0.07692176580976834,0.0,-0.45078954637909374,0.16649536087446376,0.03991900889765266,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,No
54,1.0,1.0,1.0,-0.3403127165090422,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.41312166396737254,-0.2176361903050836,,2.0,-0.19128443732924172,0.0,-0.4061628855704663,0.05454202318178962,0.48134057857816903,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,No
55,0.0,0.0,0.0,1.2470724770686448,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,0.0,0.0,1.2504876030259797,1.8671268223485358,,2.0,1.8365923934653823,1.0,-0.5035456820666309,1.6111863824456782,1.117409433158897,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,No
56,0.0,1.0,1.0,1.4505833993221944,1.0,0.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,0.0,0.42950847295090694,1.2926142335913295,,2.0,1.331576452115876,1.0,-0.506229936325365,1.265695862829186,0.4946939675865668,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,No
57,0.0,0.0,0.0,1.6133921371250342,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.6982521402808708,1.716483915308092,,2.0,1.7230024426994184,1.0,-0.5099087170453093,1.524208326811699,0.7080374211768695,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,No
58,0.0,0.0,0.0,0.8400506325615456,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,0.21811863706331383,0.6842461703574558,,2.0,0.6674229644740706,0.0,-0.4929461231137389,0.8487684820648118,0.3191061683684793,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,No
59,0.0,1.0,1.0,1.2877746615193548,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,0.8391786975392664,1.552638017270089,,2.0,1.5370343146880228,1.0,-0.5041724998775261,1.4268378606753183,0.8159650282889431,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,No
60,0.0,1.0,1.0,0.43302878805444633,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.1525714011291763,0.34723714161000174,,2.0,0.3132592857820081,0.0,-0.47871234890520903,0.5849163975564448,0.263115755094729,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,No
61,0.0,0.0,0.0,-0.7066323765654315,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,-1.3828726006279952,-0.8568112325332623,,2.0,-0.8526690089376368,0.0,-0.3173327041602869,-0.9031014683879846,-1.3977927015982137,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,No
62,0.0,1.0,0.0,0.39232660360373645,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,0.0,1.0,0.8899778053882234,0.7084409197139586,,2.0,0.6880717801650865,0.0,-0.4756542287262045,0.8666567765673359,0.854254266733791,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,No
63,0.0,1.0,0.0,0.31092223470231656,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,-1.5778756275320542,-0.6803419870049102,,2.0,-0.6859974352986147,0.0,-0.4721922591400857,-0.5536187919871767,-1.7011794424418165,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,No
64,0.0,1.0,1.0,1.572689952674324,1.0,0.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,0.11815910226375374,1.1201166195012675,,2.0,1.145501001777604,0.0,-0.5087380034977591,1.1537321996873198,0.2334089189025329,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,No
65,0.0,1.0,1.0,1.0435615548150952,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,-1.3795952388312884,-0.3669910006628386,,2.0,-0.3877701533745229,0.0,-0.500132065812219,-0.1155912116802298,-1.393021798666561,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,No
66,0.0,0.0,0.0,-1.2764629588753704,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,-0.5618934705529227,-0.9937788464591609,,0.0,-0.9924670719268127,0.0,3.0099405968459334,-1.389500123567942,-0.40674307717233726,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,No
67,0.0,0.0,0.0,-1.1136542210725306,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.272195106708977,-0.837682996795335,,1.0,-0.8518104303226257,0.0,0.09235840000059381,-0.8579479771354718,0.3647303224898822,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Yes
68,0.0,1.0,1.0,0.27022005025160667,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,-1.4107301759000035,-0.6225923190643667,,2.0,-0.6088112178091204,0.0,-0.4651402470177363,-0.46093629547965814,-1.4387361298691574,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,No
69,0.0,1.0,0.0,1.4505833993221944,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.5618369737131328,2.352460184107594,,2.0,2.340148751169369,1.0,-0.5072987995751108,1.8769453356569012,1.3338155849445121,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,No
70,1.0,0.0,0.0,1.6133921371250342,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.4553227153201593,2.3953538036411275,,2.0,2.4369964189426168,1.0,-0.5094168638305322,1.8994823799554776,1.2608253562622846,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,No
71,0.0,0.0,0.0,-1.1950585899739505,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.5778756275320542,-0.992512218054517,,0.0,-0.9893761889127728,0.0,0.7255763803984584,-1.381266122558377,-1.7011794424418165,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,No
72,0.0,0.0,0.0,-0.9508454832696911,1.0,0.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,0.0,0.0,0.6228728189566128,-0.684463896389514,,1.0,-0.6807386412816719,0.0,-0.16001457872439362,-0.560529181455395,0.6492318131386706,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,No
73,0.0,0.0,0.0,-0.8694411143682712,1.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,0.0,-0.4406310840747685,-0.735536929858121,,1.0,-0.759921054051067,0.0,-0.2648444133065838,-0.6500176236420263,-0.2840231607508224,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,No
74,0.0,0.0,0.0,-1.2357607744246606,1.0,0.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,0.40984430217066586,-0.9446594262926318,,0.0,-0.9455028216857077,0.0,1.170927751638178,-1.1591002984066616,0.4786648885414796,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Yes
75,0.0,0.0,0.0,-1.2357607744246606,1.0,0.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,0.0,1.0,0.41312166396737254,-0.9498332813014314,,0.0,-0.9454169638242067,0.0,1.3100532151162372,-1.178289163038529,0.48134057857816903,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,Yes
